Subject;BlockCounter;Blocks;BlockList;Category[LogLevel5];Category[SubTrial];Exemplar[LogLevel5];Exemplar[SubTrial];Item;Typicality[LogLevel5];Typicality[SubTrial];RpWordQ.RESP;Retrieval: item accuracy;Retrieval: item and side correct;Response.RESP;Test: item accuracy;Test: side and item correct;Correct[LogLevel5];Correct[SubTrial];Side[LogLevel5];Side[SubTrial];SoundFile[LogLevel5];SoundFile[SubTrial];EncodeSideQ.ACC;EncodeSideQ.RESP;EncodeSideQ.RT;RpSideQ.ACC;RpSideQ.RESP;RpSideQ.RT;RpSideQ RT if item and side correct;TestSideQ.ACC;TestSideQ.RESP;TestSideQ.RT;ListSet[LogLevel5];ListSet[SubTrial];RetStem[LogLevel5];RetStem[SubTrial];TestStem;Retrieval round
4;2;1;4;;Frukt;;Guava;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;guava.wav;;;;;;;;0;{RIGHTARROW};372;;1;;Gu;G;
4;2;1;4;;Krydda;;Muskot;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;muskot.wav;;;;;;;;1;{RIGHTARROW};432;;3;;Mu;M;
4;2;1;4;;Krydda;;Anis;RpPlus;;low;;;;1;1;0;;{RIGHTARROW};;10000;;anis.wav;;;;;;;;0;{LEFTARROW};1353;;3;;An;A;
4;2;1;4;;Fotbeklädnad;;Nätstrumpa;RpPlus;;low;;;;1;1;0;;{LEFTARROW};;-10000;;nätstrumpa.wav;;;;;;;;0;{RIGHTARROW};509;;2;;Nä;N;
4;3;8;1;;Träd;;Magnolia;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;magnolia.wav;1;{RIGHTARROW};1144;;;;;;;;;1;;Ma;M;
4;3;8;1;;Alkoholfri dryck;;Glögg;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;glögg.wav;1;{RIGHTARROW};1318;;;;;;;;;2;;Gl;G;
4;3;8;1;;Kroppsdel;;Smalben;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;smalben.wav;1;{LEFTARROW};1229;;;;;;;;;3;;Sm;S;
4;3;8;1;;Kroppsdel;;Kind;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;kind.wav;1;{LEFTARROW};873;;;;;;;;;3;;Ki;K;
4;3;8;1;;Träd;;Asp;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;asp.wav;1;{LEFTARROW};853;;;;;;;;;1;;As;A;
4;3;8;1;;Träd;;Kastanj;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;kastanj.wav;1;{LEFTARROW};895;;;;;;;;;1;;Ka;K;
4;3;8;1;;Alkoholfri dryck;;Iste;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;iste.wav;1;{LEFTARROW};712;;;;;;;;;2;;Is;I;
4;3;8;1;;Träd;;Bambu;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;bambu.wav;1;{RIGHTARROW};616;;;;;;;;;1;;Ba;B;
4;3;8;1;;Alkoholfri dryck;;Juice;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;juice.wav;1;{LEFTARROW};1405;;;;;;;;;2;;Ju;J;
4;3;8;1;;Kroppsdel;;Fot;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;fot.wav;1;{RIGHTARROW};338;;;;;;;;;3;;Fo;F;
4;3;8;1;;Träd;;Äppelträd;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;äppelträd.wav;1;{LEFTARROW};402;;;;;;;;;1;;Äp;Ä;
4;3;8;1;;Träd;;Ebenholts;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;ebenholts.wav;1;{RIGHTARROW};685;;;;;;;;;1;;Eb;E;
4;3;8;1;;Kroppsdel;;Näsa;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;näsa.wav;1;{RIGHTARROW};589;;;;;;;;;3;;Nä;N;
4;3;8;1;;Kroppsdel;;Mage;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;mage.wav;1;{RIGHTARROW};835;;;;;;;;;3;;Ma;M;
4;3;8;1;;Alkoholfri dryck;;Nyponsoppa;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;nyponsoppa.wav;1;{LEFTARROW};558;;;;;;;;;2;;Ny;N;
4;3;8;1;;Kroppsdel;;Bröst;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;bröst.wav;1;{RIGHTARROW};502;;;;;;;;;3;;Br;B;
4;3;8;1;;Alkoholfri dryck;;Välling;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;välling.wav;1;{RIGHTARROW};830;;;;;;;;;2;;Vä;V;
4;3;8;1;;Träd;;Poppel;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;poppel.wav;1;{RIGHTARROW};715;;;;;;;;;1;;Po;P;
4;3;8;1;;Kroppsdel;;Tand;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;tand.wav;1;{LEFTARROW};439;;;;;;;;;3;;Ta;T;
4;3;8;1;;Alkoholfri dryck;;Kaffe;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;kaffe.wav;1;{LEFTARROW};402;;;;;;;;;2;;Ka;K;
4;3;8;1;;Träd;;Lönn;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;lönn.wav;1;{LEFTARROW};912;;;;;;;;;1;;Lö;L;
4;3;8;1;;Alkoholfri dryck;;Milkshake;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;milkshake.wav;1;{RIGHTARROW};1016;;;;;;;;;2;;Mi;M;
4;3;8;1;;Alkoholfri dryck;;Ramlösa;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;ramlösa.wav;1;{RIGHTARROW};780;;;;;;;;;2;;Ra;R;
4;3;8;1;;Kroppsdel;;Lunga;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;lunga.wav;1;{LEFTARROW};201;;;;;;;;;3;;Lu;L;
4;3;8;2;Kroppsdel;;Smalben;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;smalben.wav;;;;;1;{LEFTARROW};407;407;;;;3;;Sm;;;1
4;3;8;2;Kroppsdel;;Tand;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;tand.wav;;;;;0;{RIGHTARROW};572;;;;;3;;Ta;;;1
4;3;8;2;Kroppsdel;;Kind;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;kind.wav;;;;;0;{RIGHTARROW};412;;;;;3;;Ki;;;1
4;3;8;2;Alkoholfri dryck;;Ramlösa;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ramlösa.wav;;;;;1;{RIGHTARROW};384;384;;;;2;;Ra;;;1
4;3;8;2;Alkoholfri dryck;;Välling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;välling.wav;;;;;1;{RIGHTARROW};759;759;;;;2;;Vä;;;1
4;3;8;2;Kroppsdel;;Lunga;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;lunga.wav;;;;;1;{LEFTARROW};1758;1758;;;;3;;Lu;;;1
4;3;8;2;Alkoholfri dryck;;Milkshake;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;milkshake.wav;;;;;1;{RIGHTARROW};365;365;;;;2;;Mi;;;1
4;3;8;2;Alkoholfri dryck;;Glögg;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;glögg.wav;;;;;0;{LEFTARROW};564;;;;;2;;Gl;;;1
4;3;8;2;Kroppsdel;;Kind;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;kind.wav;;;;;0;{RIGHTARROW};547;;;;;3;;Ki;;;2
4;3;8;2;Alkoholfri dryck;;Välling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;välling.wav;;;;;1;{RIGHTARROW};867;867;;;;2;;Vä;;;2
4;3;8;2;Kroppsdel;;Lunga;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;lunga.wav;;;;;1;{LEFTARROW};438;438;;;;3;;Lu;;;2
4;3;8;2;Alkoholfri dryck;;Milkshake;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;milkshake.wav;;;;;1;{RIGHTARROW};265;265;;;;2;;Mi;;;2
4;3;8;2;Kroppsdel;;Smalben;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;smalben.wav;;;;;1;{LEFTARROW};596;596;;;;3;;Sm;;;2
4;3;8;2;Alkoholfri dryck;;Ramlösa;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ramlösa.wav;;;;;1;{RIGHTARROW};1025;1025;;;;2;;Ra;;;2
4;3;8;2;Alkoholfri dryck;;Glögg;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;glögg.wav;;;;;0;{LEFTARROW};461;;;;;2;;Gl;;;2
4;3;8;2;Kroppsdel;;Tand;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;tand.wav;;;;;1;{LEFTARROW};257;257;;;;3;;Ta;;;2
4;3;8;2;Alkoholfri dryck;;Ramlösa;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ramlösa.wav;;;;;1;{RIGHTARROW};507;507;;;;2;;Ra;;;3
4;3;8;2;Kroppsdel;;Smalben;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;smalben.wav;;;;;1;{LEFTARROW};1148;1148;;;;3;;Sm;;;3
4;3;8;2;Kroppsdel;;Lunga;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;lunga.wav;;;;;1;{LEFTARROW};404;404;;;;3;;Lu;;;3
4;3;8;2;Kroppsdel;;Kind;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;kind.wav;;;;;0;{RIGHTARROW};618;;;;;3;;Ki;;;3
4;3;8;2;Alkoholfri dryck;;Milkshake;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;milkshake.wav;;;;;1;{RIGHTARROW};615;615;;;;2;;Mi;;;3
4;3;8;2;Alkoholfri dryck;;Välling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;välling.wav;;;;;1;{RIGHTARROW};820;820;;;;2;;Vä;;;3
4;3;8;2;Kroppsdel;;Tand;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;tand.wav;;;;;1;{LEFTARROW};313;313;;;;3;;Ta;;;3
4;3;8;2;Alkoholfri dryck;;Glögg;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;glögg.wav;;;;;0;{LEFTARROW};450;;;;;2;;Gl;;;3
4;3;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;8;4;;Kroppsdel;;Näsa;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;näsa.wav;;;;;;;;1;{RIGHTARROW};1208;;3;;Nä;N;
4;3;8;4;;Träd;;Bambu;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;bambu.wav;;;;;;;;0;{LEFTARROW};498;;1;;Ba;B;
4;3;8;4;;Alkoholfri dryck;;Juice;RpMinus;;high;;;;1;1;0;;{LEFTARROW};;-10000;;juice.wav;;;;;;;;0;{RIGHTARROW};376;;2;;Ju;J;
4;3;8;4;;Kroppsdel;;Lunga;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;lunga.wav;;;;;;;;1;{LEFTARROW};355;;3;;Lu;L;
4;3;8;4;;Alkoholfri dryck;;Iste;RpMinus;;high;;;;1;1;0;;{LEFTARROW};;-10000;;iste.wav;;;;;;;;0;{RIGHTARROW};1294;;2;;Is;I;
4;3;8;4;;Träd;;Ebenholts;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;ebenholts.wav;;;;;;;;1;{RIGHTARROW};516;;1;;Eb;E;
4;3;8;4;;Kroppsdel;;Kind;RpPlus;;low;;;;1;1;0;;{LEFTARROW};;-10000;;kind.wav;;;;;;;;0;{RIGHTARROW};1658;;3;;Ki;K;
4;3;8;4;;Kroppsdel;;Tand;RpPlus;;low;;;;2;0;0;;{LEFTARROW};;-10000;;tand.wav;;;;;;;;1;{LEFTARROW};1010;;3;;Ta;T;
4;3;8;4;;Kroppsdel;;Smalben;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;smalben.wav;;;;;;;;1;{LEFTARROW};308;;3;;Sm;S;
4;3;8;4;;Träd;;Kastanj;NrpHigh;;high;;;;1;1;0;;{LEFTARROW};;-10000;;kastanj.wav;;;;;;;;0;{RIGHTARROW};498;;1;;Ka;K;
4;3;8;4;;Kroppsdel;;Fot;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;fot.wav;;;;;;;;1;{RIGHTARROW};4472;;3;;Fo;F;
4;3;8;4;;Kroppsdel;;Mage;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;mage.wav;;;;;;;;1;{RIGHTARROW};480;;3;;Ma;M;
4;3;8;4;;Träd;;Poppel;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;poppel.wav;;;;;;;;1;{RIGHTARROW};1111;;1;;Po;P;
4;3;8;4;;Kroppsdel;;Bröst;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;bröst.wav;;;;;;;;0;{LEFTARROW};741;;3;;Br;B;
4;3;8;4;;Träd;;Magnolia;NrpLow;;low;;;;1;1;0;;{RIGHTARROW};;10000;;magnolia.wav;;;;;;;;0;{LEFTARROW};769;;1;;Ma;M;
4;3;8;4;;Alkoholfri dryck;;Kaffe;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;kaffe.wav;;;;;;;;0;{RIGHTARROW};541;;2;;Ka;K;
4;3;8;4;;Alkoholfri dryck;;Glögg;RpPlus;;low;;;;1;1;0;;{RIGHTARROW};;10000;;glögg.wav;;;;;;;;0;{LEFTARROW};322;;2;;Gl;G;
4;3;8;4;;Alkoholfri dryck;;Välling;RpPlus;;low;;;;2;0;0;;{RIGHTARROW};;10000;;välling.wav;;;;;;;;1;{RIGHTARROW};624;;2;;Vä;V;
4;3;8;4;;Alkoholfri dryck;;Nyponsoppa;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;nyponsoppa.wav;;;;;;;;0;{RIGHTARROW};2081;;2;;Ny;N;
4;3;8;4;;Träd;;Asp;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;asp.wav;;;;;;;;1;{LEFTARROW};1384;;1;;As;A;
4;3;8;4;;Träd;;Lönn;NrpHigh;;high;;;;1;1;0;;{LEFTARROW};;-10000;;lönn.wav;;;;;;;;0;{RIGHTARROW};890;;1;;Lö;L;
4;3;8;4;;Alkoholfri dryck;;Ramlösa;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;ramlösa.wav;;;;;;;;1;{RIGHTARROW};529;;2;;Ra;R;
4;3;8;4;;Alkoholfri dryck;;Milkshake;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;milkshake.wav;;;;;;;;0;{LEFTARROW};1462;;2;;Mi;M;
4;3;8;4;;Träd;;Äppelträd;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;äppelträd.wav;;;;;;;;0;{RIGHTARROW};774;;1;;Äp;Ä;
4;4;2;1;;Fyrbent djur;;Ekorre;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;ekorre.wav;1;{RIGHTARROW};2816;;;;;;;;;2;;Ek;E;
4;4;2;1;;Fyrbent djur;;Dromedar;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;dromedar.wav;1;{RIGHTARROW};651;;;;;;;;;2;;Dr;D;
4;4;2;1;;Dansstil;;Wienervals;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;wienervals.wav;1;{LEFTARROW};556;;;;;;;;;3;;Wi;W;
4;4;2;1;;Dansstil;;Balett;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;balett.wav;1;{RIGHTARROW};501;;;;;;;;;3;;Ba;B;
4;4;2;1;;Dansstil;;Polka;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;polka.wav;1;{RIGHTARROW};271;;;;;;;;;3;;Po;P;
4;4;2;1;;Dansstil;;Rumba;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;rumba.wav;1;{LEFTARROW};593;;;;;;;;;3;;Ru;R;
4;4;2;1;;Blomma;;Dahlia;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;dahlia.wav;1;{RIGHTARROW};343;;;;;;;;;1;;Da;D;
4;4;2;1;;Dansstil;;Salsa;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;salsa.wav;1;{RIGHTARROW};1110;;;;;;;;;3;;Sa;S;
4;4;2;1;;Fyrbent djur;;Lejon;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;lejon.wav;1;{LEFTARROW};1687;;;;;;;;;2;;Le;L;
4;4;2;1;;Fyrbent djur;;Giraff;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;giraff.wav;1;{LEFTARROW};494;;;;;;;;;2;;Gi;G;
4;4;2;1;;Blomma;;Iris;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;iris.wav;1;{RIGHTARROW};678;;;;;;;;;1;;Ir;I;
4;4;2;1;;Blomma;;Blåklocka;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;blåklocka.wav;1;{LEFTARROW};1095;;;;;;;;;1;;Bl;B;
4;4;2;1;;Blomma;;Tussilago;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;tussilago.wav;1;{LEFTARROW};743;;;;;;;;;1;;Tu;T;
4;4;2;1;;Dansstil;;Foxtrot;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;foxtrot.wav;1;{RIGHTARROW};327;;;;;;;;;3;;Fo;F;
4;4;2;1;;Blomma;;Hundkäx;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;hundkäx.wav;1;{RIGHTARROW};856;;;;;;;;;1;;Hu;H;
4;4;2;1;;Fyrbent djur;;Råtta;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;råtta.wav;1;{LEFTARROW};803;;;;;;;;;2;;Rå;R;
4;4;2;1;;Fyrbent djur;;Hyena;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;hyena.wav;1;{RIGHTARROW};496;;;;;;;;;2;;Hy;H;
4;4;2;1;;Dansstil;;Twist;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;twist.wav;1;{LEFTARROW};664;;;;;;;;;3;;Tw;T;
4;4;2;1;;Fyrbent djur;;Panter;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;panter.wav;1;{RIGHTARROW};666;;;;;;;;;2;;Pa;P;
4;4;2;1;;Blomma;;Vitsippa;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;vitsippa.wav;1;{LEFTARROW};412;;;;;;;;;1;;Vi;V;
4;4;2;1;;Blomma;;Krokus;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;krokus.wav;1;{RIGHTARROW};585;;;;;;;;;1;;Kr;K;
4;4;2;1;;Fyrbent djur;;Tiger;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;tiger.wav;1;{LEFTARROW};734;;;;;;;;;2;;Ti;T;
4;4;2;1;;Dansstil;;Lambada;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;lambada.wav;1;{LEFTARROW};716;;;;;;;;;3;;La;L;
4;4;2;1;;Blomma;;Lilja;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;lilja.wav;1;{LEFTARROW};732;;;;;;;;;1;;Li;L;
4;4;2;2;Fyrbent djur;;Ekorre;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ekorre.wav;;;;;1;{RIGHTARROW};317;317;;;;2;;Ek;;;1
4;4;2;2;Fyrbent djur;;Panter;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;panter.wav;;;;;1;{RIGHTARROW};470;470;;;;2;;Pa;;;1
4;4;2;2;Dansstil;;Twist;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;twist.wav;;;;;1;{LEFTARROW};378;378;;;;3;;Tw;;;1
4;4;2;2;Dansstil;;Lambada;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;lambada.wav;;;;;0;{RIGHTARROW};304;;;;;3;;La;;;1
4;4;2;2;Dansstil;;Wienervals;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;wienervals.wav;;;;;1;{LEFTARROW};474;474;;;;3;;Wi;;;1
4;4;2;2;Fyrbent djur;;Dromedar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dromedar.wav;;;;;1;{RIGHTARROW};380;380;;;;2;;Dr;;;1
4;4;2;2;Dansstil;;Rumba;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;rumba.wav;;;;;0;{RIGHTARROW};275;;;;;3;;Ru;;;1
4;4;2;2;Fyrbent djur;;Hyena;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;hyena.wav;;;;;1;{RIGHTARROW};252;252;;;;2;;Hy;;;1
4;4;2;2;Dansstil;;Wienervals;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;wienervals.wav;;;;;1;{LEFTARROW};344;344;;;;3;;Wi;;;2
4;4;2;2;Fyrbent djur;;Ekorre;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ekorre.wav;;;;;1;{RIGHTARROW};447;447;;;;2;;Ek;;;2
4;4;2;2;Dansstil;;Twist;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;twist.wav;;;;;1;{LEFTARROW};1155;1155;;;;3;;Tw;;;2
4;4;2;2;Fyrbent djur;;Panter;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;panter.wav;;;;;1;{RIGHTARROW};571;571;;;;2;;Pa;;;2
4;4;2;2;Fyrbent djur;;Hyena;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;hyena.wav;;;;;1;{RIGHTARROW};330;330;;;;2;;Hy;;;2
4;4;2;2;Fyrbent djur;;Dromedar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dromedar.wav;;;;;1;{RIGHTARROW};914;914;;;;2;;Dr;;;2
4;4;2;2;Dansstil;;Lambada;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;lambada.wav;;;;;1;{LEFTARROW};2499;2499;;;;3;;La;;;2
4;4;2;2;Dansstil;;Rumba;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;rumba.wav;;;;;1;{LEFTARROW};485;485;;;;3;;Ru;;;2
4;4;2;2;Dansstil;;Lambada;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;lambada.wav;;;;;0;{RIGHTARROW};728;;;;;3;;La;;;3
4;4;2;2;Dansstil;;Twist;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;twist.wav;;;;;1;{LEFTARROW};320;320;;;;3;;Tw;;;3
4;4;2;2;Dansstil;;Wienervals;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;wienervals.wav;;;;;1;{LEFTARROW};2024;2024;;;;3;;Wi;;;3
4;4;2;2;Fyrbent djur;;Ekorre;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ekorre.wav;;;;;1;{RIGHTARROW};716;716;;;;2;;Ek;;;3
4;4;2;2;Fyrbent djur;;Dromedar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dromedar.wav;;;;;1;{RIGHTARROW};324;324;;;;2;;Dr;;;3
4;4;2;2;Dansstil;;Rumba;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;rumba.wav;;;;;0;{RIGHTARROW};845;;;;;3;;Ru;;;3
4;4;2;2;Fyrbent djur;;Panter;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;panter.wav;;;;;1;{RIGHTARROW};721;721;;;;2;;Pa;;;3
4;4;2;2;Fyrbent djur;;Hyena;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;hyena.wav;;;;;1;{RIGHTARROW};586;586;;;;2;;Hy;;;3
4;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;2;4;;Fyrbent djur;;Lejon;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;lejon.wav;;;;;;;;0;{RIGHTARROW};2207;;2;;Le;L;
4;4;2;4;;Fyrbent djur;;Ekorre;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;ekorre.wav;;;;;;;;1;{RIGHTARROW};321;;2;;Ek;E;
4;4;2;4;;Blomma;;Blåklocka;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;blåklocka.wav;;;;;;;;0;{RIGHTARROW};1438;;1;;Bl;B;
4;4;2;4;;Blomma;;Krokus;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;krokus.wav;;;;;;;;0;{LEFTARROW};320;;1;;Kr;K;
4;4;2;4;;Dansstil;;Balett;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;balett.wav;;;;;;;;1;{RIGHTARROW};669;;3;;Ba;B;
4;4;2;4;;Dansstil;;Salsa;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;salsa.wav;;;;;;;;1;{RIGHTARROW};317;;3;;Sa;S;
4;4;2;4;;Blomma;;Vitsippa;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;vitsippa.wav;;;;;;;;0;{RIGHTARROW};2171;;1;;Vi;V;
4;4;2;4;;Blomma;;Lilja;NrpHigh;;high;;;;1;1;1;;{LEFTARROW};;-10000;;lilja.wav;;;;;;;;1;{LEFTARROW};1647;;1;;Li;L;
4;4;2;4;;Blomma;;Iris;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;iris.wav;;;;;;;;1;{RIGHTARROW};295;;1;;Ir;I;
4;4;2;4;;Dansstil;;Lambada;RpPlus;;low;;;;3;0;0;;{LEFTARROW};;-10000;;lambada.wav;;;;;;;;1;{LEFTARROW};325;;3;;La;L;
4;4;2;4;;Dansstil;;Polka;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;polka.wav;;;;;;;;1;{RIGHTARROW};866;;3;;Po;P;
4;4;2;4;;Dansstil;;Foxtrot;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;foxtrot.wav;;;;;;;;0;{LEFTARROW};506;;3;;Fo;F;
4;4;2;4;;Dansstil;;Twist;RpPlus;;low;;;;3;0;0;;{LEFTARROW};;-10000;;twist.wav;;;;;;;;1;{LEFTARROW};1103;;3;;Tw;T;
4;4;2;4;;Dansstil;;Rumba;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;rumba.wav;;;;;;;;1;{LEFTARROW};413;;3;;Ru;R;
4;4;2;4;;Fyrbent djur;;Giraff;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;giraff.wav;;;;;;;;0;{RIGHTARROW};646;;2;;Gi;G;
4;4;2;4;;Fyrbent djur;;Hyena;RpPlus;;low;;;;2;0;0;;{RIGHTARROW};;10000;;hyena.wav;;;;;;;;1;{RIGHTARROW};1351;;2;;Hy;H;
4;4;2;4;;Fyrbent djur;;Panter;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;panter.wav;;;;;;;;1;{RIGHTARROW};251;;2;;Pa;P;
4;4;2;4;;Blomma;;Hundkäx;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;hundkäx.wav;;;;;;;;1;{RIGHTARROW};1500;;1;;Hu;H;
4;4;2;4;;Fyrbent djur;;Dromedar;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;dromedar.wav;;;;;;;;1;{RIGHTARROW};410;;2;;Dr;D;
4;4;2;4;;Dansstil;;Wienervals;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;wienervals.wav;;;;;;;;1;{LEFTARROW};307;;3;;Wi;W;
